,vote,before_90s,90s,2000s,movie,other,tv movie,video movie,Action,Documentary,Comedy,Drama,Thriller,Romance,Other_genre,United States,United Kingdom,France,Other_country,English,Other_language,rating_category
292,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,other
296,-1.2176687371800943,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
297,-1.2176687371800943,1.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,bottom_25pct
298,0.5223330312277746,0.0,0.0,1.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,other
299,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
300,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,bottom_25pct
302,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,other
303,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,other
304,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,other
305,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,other
307,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,other
308,-0.5216680298169467,0.0,0.0,1.0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,bottom_25pct
309,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,other
310,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,bottom_25pct
311,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,bottom_25pct
313,1.218333738590922,0.0,0.0,1.0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,other
314,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
317,1.566334092272496,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,other
318,1.218333738590922,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,bottom_25pct
319,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
320,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,bottom_25pct
321,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
322,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,other
323,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,other
324,-1.5656690908616682,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
325,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
326,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,bottom_25pct
327,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,other
328,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,other
329,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
330,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,other
331,-1.5656690908616682,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
335,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,other
336,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
337,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,other
338,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,other
339,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
340,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,other
341,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,other
342,-1.2176687371800943,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
344,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,other
345,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,other
346,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
347,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,top_10pct
348,-0.8696683834985205,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,bottom_25pct
350,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,bottom_25pct
351,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
352,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
353,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,other
354,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
355,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,other
356,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,other
357,-1.5656690908616682,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
358,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,other
360,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,other
361,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
362,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,bottom_25pct
363,-0.17366767613537296,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
364,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,bottom_25pct
365,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,top_10pct
366,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
367,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,bottom_25pct
369,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,top_10pct
370,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
371,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
373,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,other
374,0.17433267754620083,0.0,1.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,other
375,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
376,-1.5656690908616682,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,other
377,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,other
378,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
380,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
381,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,top_10pct
382,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,other
383,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,other
384,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,other
386,0.5223330312277746,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,bottom_25pct
388,-1.2176687371800943,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,other
390,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,other
391,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,other
393,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,other
395,-0.8696683834985205,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,other
396,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
399,-0.8696683834985205,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
400,-0.5216680298169467,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
401,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,bottom_25pct
402,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,top_10pct
403,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,bottom_25pct
405,-1.5656690908616682,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
406,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,other
407,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
408,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,other
409,1.218333738590922,0.0,0.0,1.0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,other
410,-0.5216680298169467,0.0,1.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,other
411,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,other
412,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
413,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
415,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,other
416,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,top_10pct
417,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,other
418,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,bottom_25pct
419,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,top_10pct
420,-0.17366767613537296,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
421,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
422,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,top_10pct
423,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,other
425,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,other
426,-1.5656690908616682,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,bottom_25pct
427,-0.8696683834985205,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
428,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,other
429,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,other
430,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
432,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,other
434,-0.8696683834985205,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
435,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,bottom_25pct
437,-1.5656690908616682,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
438,0.17433267754620083,0.0,0.0,1.0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,other
439,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,other
441,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
443,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,other
444,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,other
446,0.8703333849093484,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,other
447,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,other
448,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
449,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
451,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,bottom_25pct
452,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,other
453,-0.8696683834985205,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
454,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,other
455,1.566334092272496,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,other
456,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,other
457,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,other
458,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,other
459,-1.2176687371800943,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,other
460,-0.8696683834985205,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,other
461,0.17433267754620083,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
462,-0.8696683834985205,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,bottom_25pct
464,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,other
466,0.17433267754620083,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,other
467,-1.5656690908616682,1.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,other
468,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,bottom_25pct
469,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,top_10pct
470,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,other
471,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,other
472,-1.2176687371800943,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
473,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,top_10pct
475,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,bottom_25pct
476,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,top_10pct
477,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,other
478,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,other
479,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,bottom_25pct
480,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
481,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,other
482,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,other
483,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,other
485,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
488,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,bottom_25pct
489,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,bottom_25pct
490,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,bottom_25pct
491,-1.2176687371800943,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,other
492,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,other
494,-1.5656690908616682,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
495,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
496,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,other
497,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,other
498,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
499,0.17433267754620083,0.0,0.0,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,bottom_25pct
500,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
501,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,other
502,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,other
503,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
504,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
505,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,other
507,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,bottom_25pct
509,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,other
510,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,other
511,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,bottom_25pct
512,0.17433267754620083,0.0,1.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,other
513,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,top_10pct
515,-1.5656690908616682,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,bottom_25pct
516,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,other
517,-0.8696683834985205,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,other
518,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
521,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,other
522,-0.5216680298169467,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,other
523,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,top_10pct
524,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
526,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,other
527,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
528,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,top_10pct
529,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,other
531,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,other
533,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
534,-1.5656690908616682,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,other
535,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,other
536,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,bottom_25pct
537,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,other
538,-1.5656690908616682,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,other
540,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,top_10pct
541,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,other
542,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,other
543,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,other
544,0.17433267754620083,0.0,1.0,0.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,other
546,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,other
548,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,other
549,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,other
550,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,bottom_25pct
551,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,other
552,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
553,-1.5656690908616682,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,other
555,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,other
556,0.5223330312277746,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
557,1.218333738590922,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
559,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,other
560,-1.5656690908616682,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,other
561,-0.8696683834985205,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,other
563,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,top_10pct
565,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
568,1.566334092272496,0.0,1.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,top_10pct
569,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,other
570,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
571,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
573,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,bottom_25pct
574,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,other
575,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,bottom_25pct
577,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
578,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,bottom_25pct
